id,lat,lon,educational,topics,languages,name,type,parent,parenttype,mo_o,mo_c,tu_o,tu_c,we_o,we_c,th_o,th_c,fr_o,fr_c
681279,52.62460000000001,13.49651,"13|2","2",,"Kita Buch (AT)",0,768,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
549229,52.63719,13.49254,"2",,,"Kita Bucher Spatzen",0,769,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
2110,52.6063495,13.4303948,,,,"Kita Buchholz",0,498,4,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00
257,52.54991,13.18651,"8|5",,,"Kita Buddelkiste",0,717,0,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
2069,52.5581937,13.4388257,"2",,,"Kita Bühringstr. 21/23/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
604,52.49689,13.36494,"3",,,"Kita Bülowstraße",0,529,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
527279,52.5351473,13.4278054,,,,"Kita Bunte Burg",0,528,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
2042,52.51741,13.49089,"4|2",,,"Kita Bunte Plonzstifte",0,770,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2778,52.5388625,13.3603298,"10","2",,"Kita Bunter Stern",0,771,1,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00
237,52.5063196,13.4782344,"2",,,"Kita Buntstift",0,772,4,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
644229,52.5144064,13.4914997,,,,"Kita Bürgerheimstraße",0,773,1,0,0,0,0,0,0,0,0,0,0
1127,52.62301,13.4869,"2",,,"Kita Busonistr.145/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
558229,52.5073952,13.3015288,,,,"Kita Came-Bridge",0,774,1,0,0,0,0,0,0,0,0,0,0
2809,52.62797880000001,13.501186,"10","2",,"Kita CampusSterne",0,771,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
308129,52.50348,13.29239,"2","0|3|4","4","Kita Canicas",0,775,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,16:30
100045,52.5226452,13.3807957,"29",,,"Kita CASA AZUL - MAISON BLEUE",0,776,1,0,0,0,0,0,0,0,0,0,0
2689,52.53496999999999,13.39677,"30|10|0",,,"Kita Cavalo-Marinho/Portubi e.V.",0,777,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
2825,52.55119,13.45168,"8",,,"Kita Charlottes Spatzenkinder",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
439179,52.5517268,13.4123013,"2","2|3|4","1","Kita Cheburashka - Wisbyer Straße",0,26,1,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00
202129,52.55495579999999,13.4224221,"2","1|2|3|4","5","Kita Cheburashka-Pankow",0,26,1,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00
394129,52.5352202,13.4371554,"2","2|3|4","1|5","Kita Cheburashka-Prenzlauer Berg",0,26,1,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00
100039,52.531417,13.3499273,"2","2|3|4","5","Kita Cheburashka-Tiergarten",1,26,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
589229,52.46026999999999,13.37709,,"2",,"Kita Chumani - IKT Stadtindianer",0,578,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
493229,52.44221169999999,13.26535,,"0","1","Kita Clarino",0,778,1,0,0,0,0,0,0,0,0,0,0
400129,52.56141,13.41121,"2",,,"Kita Clownfisch",0,779,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
736,52.513698,13.4646189,,,,"Kita Colbestr.9 - 13",0,780,1,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00
359129,52.4746643,13.4244634,"2|3","3|6",,"Kita Columbus",0,693,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,16:00
498,52.59461,13.34793,"2",,,"Kita Container",0,770,1,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00
588479,52.52846,13.44764,"2","1",,"Kita Cotheniusstrolche",0,781,1,07:30,17:00,07:30,17:00,07:30,18:00,07:30,17:00,07:30,17:00
1188,52.48745,13.36063,,,,"Kita Crellestr. 16/17/Kitas Süd-West",0,709,0,07:00,19:30,07:00,19:30,07:00,19:30,07:00,19:30,07:00,19:30
486279,52.4767935,13.2962036,"2","0|1|2|3|4|6|5","1","Kita Cunostraße",0,544,1,07:30,17:45,07:30,17:45,07:30,17:45,07:30,17:45,07:30,17:45
778229,52.4761,13.29594,,,,"Kita Cunostraße",0,717,0,0,0,0,0,0,0,0,0,0,0
2395,52.5004054,13.4334017,"2","1|2|4|6",,"Kita Cuvrystr. 26a/Oppelner Str. 21/Kigä City",0,37,0,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1286,52.4387091,13.3154627,,,,"Kita d.Ev.Kirchengem.Paulus/Haus vorn rechts",0,782,4,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
1903,52.48828109999999,13.3424178,"13|0",,,"Kita Dachsbau",1,556,1,0,0,0,0,0,0,0,0,0,0
2561,52.60746,13.2297,"2",,,"Kita Dachskinder",0,783,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1779,52.49429,13.30819,"2","0|1|2|4|6|7",,"Kita Daniel",0,496,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
591379,52.5239492,13.4411785,"2","1|4|6",,"Kita Das Schneckenhäuschen",0,784,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
767,52.4883204,13.524051,,,,"Kita Das tapfere Schneiderlein",1,785,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
2769,52.4534682,13.6206593,"13","6",,"Kita DASI",0,666,4,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,17:00
2467,52.5517268,13.4123013,"13","0|4",,"Kita der Basisgemeinde Prenzl.Berg",0,786,1,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00
364,52.54164429999999,13.3676621,,,,"Kita der Bayer Pharma AG",0,787,9,0,0,0,0,0,0,0,0,0,0
179129,52.5119987,13.4484813,,,,"Kita der Bildungsgarten",0,32,1,0,0,0,0,0,0,0,0,0,0
264179,52.5147455,13.43856,"4",,,"Kita der Bildungsraum",0,32,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
1478,52.60773,13.21448,,,,"Kita der Ev. Dorf-Gemeinde Heiligensee",0,788,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,undefined,undefined
684,52.60890999999999,13.33618,,,,"Kita der Ev. Felsen-Kirchengem.",0,789,4,0,0,0,0,0,0,0,0,0,0
1663,52.4963321,13.2638979,"2","7",,"Kita der Ev. Friedensgem. Charlottenburg",0,503,4,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
2952,52.46547280000001,13.127404,"2",,,"Kita der ev. KG Am Groß-Glienicker See",0,790,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00
1887,52.4820601,13.3585596,,,,"Kita der Ev. Kirchengem Königin-Luise-Gedächtnis",0,791,4,0,0,0,0,0,0,0,0,0,0
1975,52.4525498,13.5750991,,,,"Kita der Ev. Kirchengem Köpenick",0,792,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
207,52.4394351,13.5425294,"26",,,"Kita der Ev. Kirchengem. Adlershof",0,793,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
233,52.4197709,13.5384963,"26",,,"Kita der Ev. Kirchengem. Altglienicke",0,794,4,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
766,52.5153251,13.491378,,,,"Kita der Ev. Kirchengem. Alt-Lichtenberg",0,795,4,0,0,0,0,0,0,0,0,0,0
2109,52.5704187,13.4087188,,,,"Kita der Ev. Kirchengem. Alt-Pankow",0,796,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
683,52.57571,13.35445,,,,"Kita der Ev. Kirchengem. Alt-Reinickendorf",0,797,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1479,52.5877101,13.2774316,,,,"Kita der Ev. Kirchengem. Alt-Tegel",0,798,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
475,52.59211000000001,13.33001,,,,"Kita der Ev. Kirchengem. Alt-Wittenau",0,799,4,0,0,0,0,0,0,0,0,0,0
1483,52.58072,13.33584,,,,"Kita der Ev. Kirchengem. Alt-Wittenau",0,799,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1748,52.5415512,13.1833579,,,,"Kita der Ev. Kirchengem. Am Falkenhagener Feld u.Am Germesheimer Platz",0,800,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
392,52.50470139999999,13.2862909,"2","0|1|2|4|6|7",,"Kita der Ev. Kirchengem. Am Lietzensee",0,801,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
1484,52.60283,13.34878,,,,"Kita der Ev. Kirchengem. Am Seggeluchbecken",0,802,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1891,52.48923,13.35073,,,,"Kita der Ev. Kirchengem. Apostel-Paulus",0,803,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
171,52.52185,13.43972,,,,"Kita der Ev. Kirchengem. Auferstehung",0,804,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
734,52.52762999999999,13.4249374,,,,"Kita der Ev. Kirchengem. Bartholomäus",0,805,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1340,52.4185342,13.3930869,,,,"Kita der Ev. Kirchengem. Berlin Mariendorf-Süd",0,806,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1973,52.45010509999999,13.6205384,"2",,,"Kita der Ev. Kirchengem. Berlin-Friedrichshagen",0,807,4,0,0,0,0,0,0,0,0,0,0
1342,52.44475,13.37928,"2",,,"Kita der Ev. Kirchengem. Berlin-Mariendorf",0,808,4,0,0,0,0,0,0,0,0,0,0
688,52.51029029999999,13.5558865,"9|26",,,"Kita der Ev. Kirchengem. Biesdorf",0,809,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1488,52.5862347,13.3033304,,,,"Kita der Ev. Kirchengem. Borsigwalde",0,810,4,0,0,0,0,0,0,0,0,0,0
1976,52.4633671,13.5231107,"26|2",,,"Kita der Ev. Kirchengem. Christuskirche Oberschöneweide",0,811,4,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
566,52.4578031,13.2867708,,,,"Kita der Ev. Kirchengem. Dahlem",0,812,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1839,52.45025,13.28199,"1|26",,,"Kita der Ev. Kirchengem. Dahlem",0,812,4,0,0,0,0,0,0,0,0,0,0
1284,52.42559259999999,13.3370695,,,,"Kita der Ev. Kirchengem. Dietrich-Bonhoeffer",0,813,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30
1285,52.4357528,13.3455154,,,,"Kita der Ev. Kirchengem. Dreifaltigkeit",0,54,4,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
2418,52.49483,13.42653,,,,"Kita der Ev. Kirchengem. Emmaus-Ölberg",0,814,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30
1661,52.51305,13.28436,"10",,,"Kita der Ev. Kirchengem. Epiphanien",0,815,4,0,0,0,0,0,0,0,0,0,0
1844,52.4485957,13.2516003,"2",,,"Kita der Ev. Kirchengem. Ernst-Moritz-Arndt",0,816,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
474,52.63586,13.29648,,,,"Kita der Ev. Kirchengem. Frohnau",0,498,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1664,52.52994,13.29888,"2","0|1|2|4|7",,"Kita der Ev. Kirchengem. Gustav-Adolf",0,817,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,16:00
2279,52.53202,13.60731,"2",,,"Kita der Ev. Kirchengem. Hellersdorf",0,818,4,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
681,52.5595942,13.4194891,,,,"Kita der Ev. Kirchengem. Hoffnung",0,819,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
120,52.53274,13.42164,,,,"Kita der Ev. Kirchengem. Immanuel",0,820,4,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30
2420,52.49654,13.38089,,,,"Kita der Ev. Kirchengem. Jesus-Christus",0,821,4,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
1282,52.4357401,13.2954803,,,,"Kita der Ev. Kirchengem. Johannes",0,822,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1778,52.4996422,13.3334996,"9|10|26",,,"Kita der Ev. Kirchengem. Kaiser-Wilhelm-Gedächtnis",0,823,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
2280,52.50861,13.58125,,,,"Kita der Ev. Kirchengem. Kaulsdorf",0,824,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
502,52.5295796,13.2139084,,,,"Kita der Ev. Kirchengem. Klosterfelde",0,825,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:30,07:00,17:00
837,52.57124,13.23256,,,,"Kita der Ev. Kirchengem. Konradshöhe-Tegelort",0,826,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1337,52.39224,13.41113,,,,"Kita der Ev. Kirchengem. Lichtenrade",0,507,4,0,0,0,0,0,0,0,0,0,0
682,52.6159004,13.3413179,,,,"Kita der Ev. Kirchengem. Lübars",0,827,4,0,0,0,0,0,0,0,0,0,0
1659,52.51674,13.3028,,,,"Kita der Ev. Kirchengem. Luisen",0,828,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30
410,52.4590489,13.332968,,,,"Kita der Ev. Kirchengem. Lukas",0,829,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
756,52.4476866,13.4028904,,,,"Kita der Ev. Kirchengem. Mariendorf -Ost",0,830,4,06:15,17:15,06:15,17:15,06:15,17:15,06:15,17:15,06:15,17:15
579,52.4491288,13.3409808,"26",,,"Kita der Ev. Kirchengem. Markus",0,831,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
2139,52.54328,13.56282,,,,"Kita der Ev. Kirchengem. Marzahn",0,832,4,0,0,0,0,0,0,0,0,0,0
411,52.4511976,13.319904,"9",,,"Kita der Ev. Kirchengem. Matthäus",0,833,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
2829,52.6135813,13.2399543,,,,"Kita der Ev. Kirchengem. Matthias-Claudius",0,834,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00
1738,52.51677,13.1941,"10",,,"Kita der Ev. Kirchengem. Melanchthon",0,835,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30
1658,52.51783,13.26348,,,,"Kita der Ev. Kirchengem. Neu-Westend",0,497,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
1088,52.42541629999999,13.2043651,"2",,,"Kita der Ev. Kirchengem. Nikolassee",0,836,4,07:15,16:30,07:15,16:30,07:15,16:30,07:15,16:30,07:15,16:30
1287,52.4573804,13.3117765,,,,"Kita der Ev. Kirchengem. Patmos",0,837,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1292,52.4305748,13.3581046,"2",,,"Kita der Ev. Kirchengem. Paul-Schneider",0,838,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1843,52.4347266,13.2593373,"26",,,"Kita der Ev. Kirchengem. Paulus",0,718,4,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00
1978,52.4413783,13.7023875,,,,"Kita der Ev. Kirchengem. Rahnsdorf",0,839,4,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00
1974,52.37526,13.64907,,,,"Kita der Ev. Kirchengem. Schmöckwitz",0,502,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
565,52.419446,13.2758871,"0|2",,,"Kita der Ev. Kirchengem. Schönow-Buschgraben",0,840,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
667,52.4803778,13.3597304,,,,"Kita der Ev. Kirchengem. Silas",0,791,4,0,0,0,0,0,0,0,0,0,0
2573,52.53084,13.20496,"2",,,"Kita der Ev. Kirchengem. St. Nicolai",0,841,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
395,52.53914,13.2086,,,,"Kita der Ev. Kirchengem. St. Nikolai",0,841,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1739,52.54136,13.14491,"4",,,"Kita der Ev. Kirchengem. Staaken-Gartenstadt",0,842,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30
2416,52.49693,13.44366,,,,"Kita der Ev. Kirchengem. Tabor",0,843,4,0,0,0,0,0,0,0,0,0,0
1490,52.5780955,13.2841305,,,,"Kita der Ev. Kirchengem. Tegel-Süd",0,844,4,0,0,0,0,0,0,0,0,0,0
1662,52.50060149999999,13.3129583,,,,"Kita der Ev. Kirchengem. Trinitatis",0,845,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
400,52.4766756,13.3191346,,,,"Kita der Ev. Kirchengem. Vaterunser",0,846,4,0,0,0,0,0,0,0,0,0,0
1743,52.54692000000001,13.23741,"2",,,"Kita der Ev. Kirchengem. Weihnacht-Haselhorst",0,505,4,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00
2072,52.55228899999999,13.4492762,,,,"Kita der Ev. Kirchengem. Weißensee",0,847,4,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
1746,52.56811,13.20671,"2",,,"Kita der Ev. Kirchengem. Wichern",0,848,4,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30
1060,52.5916387,13.3261151,,,,"Kita der Ev. Kirchengem. Wittenau",0,799,4,0,0,0,0,0,0,0,0,0,0
1081,52.5216,13.16721,"10",,,"Kita der Ev. Kirchengem. zu Staaken",0,735,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1157,52.5505396,13.1785489,"10",,,"Kita der Ev. Kirchengem. Zuflucht / Spandauer Spatzen",0,849,4,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30
2111,52.5646214,13.3962864,,,,"Kita der Ev. Kirchengem.Martin-Luther",0,850,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
2025,52.5011,13.48174,,,,"Kita der Ev. Kirchengem.Paul-Gerhardt-Lichtenbg",0,557,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1776,52.4742822,13.3095685,"3","0|1|4|6|7",,"Kita der Ev. Kirchengemeinde Linden",0,851,4,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,16:00
2883,52.41893,13.14444,,,,"Kita der Ev. Kirchengemeinde Wannsee",0,852,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00
724,52.4767935,13.2962036,"13|2","0|1|2|4|6|7",,"Kita der Ev. Kreuz-Gemeinde Schmargendorf",0,496,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
1482,52.5639042,13.3546092,,,,"Kita der Ev. Luther Kirchengem. Alt-Reinickendorf",0,797,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
2364,52.5417079,13.3548643,,,,"Kita der Ev. Osterkirchengem.",0,853,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1338,52.4819009,13.3771512,,,,"Kita der Ev. Paulus-Kirchengem. Tempelhof",0,506,4,0,0,0,0,0,0,0,0,0,0
679,52.44397859999999,13.5658503,"26",,,"Kita der Ev. St.-Laurentius-Kirchengem. Köpenick",0,792,4,0,0,0,0,0,0,0,0,0,0
1499,52.5919211,13.3020195,,,,"Kita der Ev.-methodistischen Kirche",0,854,4,0,0,0,0,0,0,0,0,0,0
672,52.4472787,13.3120622,"26|2",,,"Kita der Evangelische Paulus-Kirchengemeinde",0,782,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
172129,52.50828,13.45359,,,,"Kita der Friedrichshainer Zwerge",0,855,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
725,52.5312334,13.3749916,"2","1|6",,"Kita der GFJ - gem.Gesellschaft ",0,856,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
547,52.5234184,13.3897037,,,,"Kita der Humboldt-Universität zu Berlin",0,857,10,0,0,0,0,0,0,0,0,0,0
1164,52.42423,13.29739,,,,"Kita der Johann-Sebastian-Bach",0,858,4,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00
930,52.48607029999999,13.2783024,"2","0|1|2|4|6|7|5",,"Kita der Jüdischen Gemeinde zu Berlin",0,655,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,15:00
1418,52.44049,13.44916,"26",,,"Kita der Kath. Kirchengem. Bruder Klaus",0,859,5,0,0,0,0,0,0,0,0,0,0
644,52.528246,13.4495315,"2",,,"Kita der Kath. Kirchengem. Corpus Christi",0,860,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
104,52.55170469999999,13.4203449,,,,"Kita der Kath. Kirchengem. Heilige Familie",0,547,5,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
550,52.4618733,13.3915931,"0","0|1|2|4|6|7",,"Kita der Kath. Kirchengem. Herz Jesu",0,861,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
806,52.5510701,13.4141435,,,,"Kita der Kath. Kirchengem. Herz Jesu",0,862,5,0,0,0,0,0,0,0,0,0,0
1495,52.5996001,13.2951027,"2",,,"Kita der Kath. Kirchengem. Herz-Jesu",0,863,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
1845,52.41977,13.26245,,,,"Kita der Kath. Kirchengem. Herz-Jesu",0,864,5,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
1298,52.45047,13.35094,,,,"Kita der Kath. Kirchengem. Johannes Evangelist",0,865,5,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
2281,52.5032943,13.6073142,"9",,,"Kita der Kath. Kirchengem. Kaulsdorf St. Martin",0,866,5,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00
414,52.4454,13.3837,"2",,,"Kita der Kath. Kirchengem. Maria Frieden",0,867,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:30
590,52.6228299,13.3060792,"3","4|7",,"Kita der Kath. Kirchengem. Maria Gnaden",0,550,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1293,52.44035,13.34123,"2","4|7",,"Kita der Kath. Kirchengem. St. Benedikt",0,865,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
1493,52.5528215,13.2494302,"2",,,"Kita der Kath. Kirchengem. St. Bernhard",0,868,5,0,0,0,0,0,0,0,0,0,0
653,52.50776,13.29328,"2",,,"Kita der Kath. Kirchengem. St. Canisius",0,869,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
772,52.488721,13.4301543,"26",,,"Kita der Kath. Kirchengem. St. Christophorus",0,870,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
423,52.47739,13.436,,,,"Kita der Kath. Kirchengem. St. Clara",0,871,5,0,0,0,0,0,0,0,0,0,0
1419,52.42424639999999,13.4628598,"0",,,"Kita der Kath. Kirchengem. St. Dominicus",0,872,5,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00
668,52.4850879,13.3656077,,,,"Kita der Kath. Kirchengem. St. Elisabeth",0,873,5,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
2888,52.57126,13.41229,,"0|2|7",,"Kita der Kath. Kirchengem. St. Georg",0,874,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1496,52.6395319,13.2919232,"26",,,"Kita der Kath. Kirchengem. St. Hildegard",0,550,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
457,52.55098959999999,13.4472932,"2",,,"Kita der Kath. Kirchengem. St. Josef",0,875,5,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
1417,52.4187121,13.494084,"2","1|7",,"Kita der Kath. Kirchengem. St. Joseph",0,876,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
503,52.54243,13.24384,,,,"Kita der Kath. Kirchengem. St. Joseph-Siemensstadt",0,877,5,0,0,0,0,0,0,0,0,0,0
1668,52.5176489,13.291347,,,,"Kita der Kath. Kirchengem. St. Kamilus",0,878,5,0,0,0,0,0,0,0,0,0,0
2313,52.5271817,13.3498142,"26",,,"Kita der Kath. Kirchengem. St. Laurentius",0,879,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1782,52.4973164,13.3215569,"0|12|2|3",,,"Kita der Kath. Kirchengem. St. Ludwig",0,880,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
396,52.54120100000001,13.1983917,"2",,,"Kita der Kath. Kirchengem. St. Marien",0,881,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
711,52.5743828,13.3600675,"26",,,"Kita der Kath. Kirchengem. St. Marien",0,882,5,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1749,52.5348604,13.1431864,"2",,,"Kita der Kath. Kirchengem. St. Markus",0,883,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
572,52.494812,13.3529342,,,,"Kita der Kath. Kirchengem. St. Matthias",0,873,5,0,0,0,0,0,0,0,0,0,0
